"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","genes_presentes","n_genes_robustos","Database","category","subcategory"
"R-HSA-1566948","Elastic fibre formation","9/508","43/11089",0.209302325581395,4.56880607947262,5.13747552594561,0.000115699654780994,0.00451209564142016,0.00451209564142017,"FBLN2/TGFB3/MFAP5/ITGA8/BMP4/EMILIN1/EFEMP1/LTBP4/ITGA5",9,"FBLN2, TGFB3, MFAP5, ITGA8, BMP4, EMILIN1, EFEMP1, LTBP4, ITGA5",9,"REACTOME",NA,NA
"R-HSA-176974","Unwinding of DNA","5/508","12/11089",0.416666666666667,9.09530839895013,6.14763466826972,0.000119834666213578,0.00451209564142016,0.00451209564142017,"GINS2/MCM2/CDC45/MCM7/MCM4",5,"GINS2, MCM2, CDC45, MCM7, MCM4",5,"REACTOME",NA,NA
"R-HSA-216083","Integrin cell surface interactions","13/508","85/11089",0.152941176470588,3.33851320055581,4.74208250052223,0.000120167495604833,0.00451209564142016,0.00451209564142017,"JAM2/COL6A3/SPP1/COL16A1/ITGA8/COL6A2/COL4A6/LUM/COL4A5/JAM3/COL6A1/ITGA5/TNC",13,"JAM2, COL6A3, SPP1, COL16A1, ITGA8, COL6A2, COL4A6, LUM, COL4A5, JAM3, COL6A1, ITGA5, TNC",13,"REACTOME",NA,NA
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+","17/508","134/11089",0.126865671641791,2.76931778117288,4.51488983563721,0.000128815590633073,0.00453605503758465,0.00453605503758465,"SERPING1/CFD/PROS1/TGFB3/A2M/SELENOP/IGF2/ACTN1/GAS6/SERPINA3/PCDH7/ISLR/RARRES2/VCL/VEGFA/STXBP2/FLNA",17,"SERPING1, CFD, PROS1, TGFB3, A2M, SELENOP, IGF2, ACTN1, GAS6, SERPINA3, PCDH7, ISLR, RARRES2, VCL, VEGFA, STXBP2, FLNA",17,"REACTOME",NA,NA
"R-HSA-1442490","Collagen degradation","11/508","64/11089",0.171875,3.75181471456693,4.83743323554624,0.000136973526222203,0.00453605503758465,0.00453605503758465,"COL6A3/MMP12/MMP9/COL16A1/MMP10/COL6A2/COL4A6/COL14A1/COL4A5/COL6A1/MMP1",11,"COL6A3, MMP12, MMP9, COL16A1, MMP10, COL6A2, COL4A6, COL14A1, COL4A5, COL6A1, MMP1",11,"REACTOME",NA,NA
"R-HSA-446728","Cell junction organization","30/508","318/11089",0.0943396226415094,2.05931510919626,4.19957963830805,0.000137625163223344,0.00453605503758465,0.00453605503758465,"H2BC5/H2AC20/EZH2/CLDN11/NECTIN4/ACTG2/CDH11/ZEB2/H2BC12/TFAP2A/CLDN5/FOXF1/ANG/CRB3/ACTC1/ACTN1/FLNC/KLF9/CDH3/H2BC12L/KRT14/JUP/H2AC18/VCL/H2AX/FERMT2/FLNA/CLDN7/ILK/ACTA2",30,"H2BC5, H2AC20, EZH2, CLDN11, NECTIN4, ACTG2, CDH11, ZEB2, H2BC12, TFAP2A, CLDN5, FOXF1, ANG, CRB3, ACTC1, ACTN1, FLNC, KLF9, CDH3, H2BC12L, KRT14, JUP, H2AC18, VCL, H2AX, FERMT2, FLNA, CLDN7, ILK, ACTA2",30,"REACTOME",NA,NA
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","12/508","75/11089",0.16,3.49259842519685,4.74575724600175,0.000140290361987154,0.00453605503758465,0.00453605503758465,"CCNB1/UBE2S/AURKB/CCNA2/UBE2C/MAD2L1/NEK2/AURKA/PTTG1/CDK1/CDC20/BUB1B",12,"CCNB1, UBE2S, AURKB, CCNA2, UBE2C, MAD2L1, NEK2, AURKA, PTTG1, CDK1, CDC20, BUB1B",12,"REACTOME",NA,NA
"R-HSA-453276","Regulation of mitotic cell cycle","12/508","75/11089",0.16,3.49259842519685,4.74575724600175,0.000140290361987154,0.00453605503758465,0.00453605503758465,"CCNB1/UBE2S/AURKB/CCNA2/UBE2C/MAD2L1/NEK2/AURKA/PTTG1/CDK1/CDC20/BUB1B",12,"CCNB1, UBE2S, AURKB, CCNA2, UBE2C, MAD2L1, NEK2, AURKA, PTTG1, CDK1, CDC20, BUB1B",12,"REACTOME",NA,NA
"GO:0016049","cell growth","34/718","417/16871",0.0815347721822542,1.91584002992592,3.99250133304404,0.000228670503537066,0.00500048586411201,0.00242729884984268,"SLIT3/PRICKLE1/VIM/SPOCK1/RGS2/SPP1/FHL1/SFN/MEIS1/SH3GL2/SLIT2/MAP1B/DACT3/CRYAB/CXCL12/SFRP1/KIF14/SEMA3F/WFDC1/OLFM1/S100A9/SORBS2/KRT17/SFRP2/JUP/BCL2/VEGFA/EDNRA/LTBP4/EPHX2/FAM107A/S100A8/AGTR1/TNC",34,"SLIT3, PRICKLE1, VIM, SPOCK1, RGS2, SPP1, FHL1, SFN, MEIS1, SH3GL2, SLIT2, MAP1B, DACT3, CRYAB, CXCL12, SFRP1, KIF14, SEMA3F, WFDC1, OLFM1, S100A9, SORBS2, KRT17, SFRP2, JUP, BCL2, VEGFA, EDNRA, LTBP4, EPHX2, FAM107A, S100A8, AGTR1, TNC",34,"GO_BP",NA,NA
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","12/508","76/11089",0.157894736842105,3.44664318276005,4.68942636478828,0.000159806689605747,0.00502743207300241,0.00502743207300241,"H2BC5/H2AC20/LMNB1/CCNE1/H2BC12/CCNA2/H2BC12L/H2AC18/H2AX/HMGA1/H1-2/CCNE2",12,"H2BC5, H2AC20, LMNB1, CCNE1, H2BC12, CCNA2, H2BC12L, H2AC18, H2AX, HMGA1, H1-2, CCNE2",12,"REACTOME",NA,NA
"R-HSA-202733","Cell surface interactions at the vascular wall","17/508","137/11089",0.124087591240876,2.70867578596471,4.40928670212106,0.000169374996698128,0.00518822358306898,0.00518822358306898,"CEACAM5/PROS1/JAM2/SDC1/MIF/SLC7A5/CAV1/CEACAM6/GAS6/TSPAN7/GYPC/EPCAM/JAM3/SDC2/SLC16A3/ITGA5/MMP1",17,"CEACAM5, PROS1, JAM2, SDC1, MIF, SLC7A5, CAV1, CEACAM6, GAS6, TSPAN7, GYPC, EPCAM, JAM3, SDC2, SLC16A3, ITGA5, MMP1",17,"REACTOME",NA,NA
"R-HSA-2129379","Molecules associated with elastic fibres","8/508","36/11089",0.222222222222222,4.85083114610674,5.07061630674306,0.000178303479797808,0.00532167308934995,0.00532167308934995,"FBLN2/TGFB3/MFAP5/ITGA8/BMP4/EMILIN1/EFEMP1/LTBP4",8,"FBLN2, TGFB3, MFAP5, ITGA8, BMP4, EMILIN1, EFEMP1, LTBP4",8,"REACTOME",NA,NA
"R-HSA-9927432","Developmental Lineage of Mammary Gland Myoepithelial Cells","6/508","20/11089",0.3,6.54862204724409,5.44178093632434,0.000200646334944845,0.00574178649051556,0.00574178649051556,"VIM/KRT14/MYH11/EPCAM/ALDH1A1/ACTA2",6,"VIM, KRT14, MYH11, EPCAM, ALDH1A1, ACTA2",6,"REACTOME",NA,NA
"R-HSA-453279","Mitotic G1 phase and G1/S transition","17/508","139/11089",0.122302158273381,2.66970203364867,4.34044666725784,0.00020224505679651,0.00574178649051556,0.00574178649051556,"CCND2/CDC7/CDT1/CCNE1/CCNB1/TYMS/CCNA2/TOP2A/MCM2/CDC45/MCM7/CKS1B/CDK1/RRM2/MCM4/TK1/CCNE2",17,"CCND2, CDC7, CDT1, CCNE1, CCNB1, TYMS, CCNA2, TOP2A, MCM2, CDC45, MCM7, CKS1B, CDK1, RRM2, MCM4, TK1, CCNE2",17,"REACTOME",NA,NA
"R-HSA-69205","G1/S-Specific Transcription","7/508","28/11089",0.25,5.45718503937008,5.17413303870907,0.000207555052481226,0.00575224002590828,0.00575224002590828,"CDT1/CCNE1/TYMS/CDC45/CDK1/RRM2/TK1",7,"CDT1, CCNE1, TYMS, CDC45, CDK1, RRM2, TK1",7,"REACTOME",NA,NA
"GO:0050673","epithelial cell proliferation","27/718","305/16871",0.0885245901639344,2.08008128225033,4.01319902334598,0.000273908991059589,0.00584644980438674,0.00283794040649107,"NUPR1/UHRF1/MMP12/MEF2C/NFIB/ZEB2/PRKD1/BMP5/TGFBR3/CXCL12/CAV1/SFRP1/ANG/NME1/BMP4/OSR2/TNFSF12/PPARG/FZD7/KLF9/SFRP2/CDH3/ISL1/VEGFA/CD34/OSR1/AGTR1",27,"NUPR1, UHRF1, MMP12, MEF2C, NFIB, ZEB2, PRKD1, BMP5, TGFBR3, CXCL12, CAV1, SFRP1, ANG, NME1, BMP4, OSR2, TNFSF12, PPARG, FZD7, KLF9, SFRP2, CDH3, ISL1, VEGFA, CD34, OSR1, AGTR1",27,"GO_BP",NA,NA
"GO:0070252","actin-mediated cell contraction","14/718","112/16871",0.125,2.93715181058496,4.33652430215936,0.000284703142245258,0.00601924510690092,0.00292181742373474,"GSN/ZEB2/EPDR1/PLN/CAV1/BIN1/TPM1/ACTC1/MYH3/JUP/KCNJ8/DSC2/FLNA/ACTA2",14,"GSN, ZEB2, EPDR1, PLN, CAV1, BIN1, TPM1, ACTC1, MYH3, JUP, KCNJ8, DSC2, FLNA, ACTA2",14,"GO_BP",NA,NA
"GO:0043009","chordate embryonic development","22/718","228/16871",0.0964912280701754,2.26727508185506,4.0617732893998,0.000303242875732431,0.00626280772519618,0.00304004578780147,"PTCH1/PRICKLE1/TGFB3/BMP5/PCSK5/TFAP2A/E2F8/PLK4/FOXF1/IGF2/BMP4/OSR2/PDGFRA/TGFBR2/ISL1/VEGFA/PRICKLE2/OSR1/EDNRA/STIL/ALDH1A2/HOXA9",22,"PTCH1, PRICKLE1, TGFB3, BMP5, PCSK5, TFAP2A, E2F8, PLK4, FOXF1, IGF2, BMP4, OSR2, PDGFRA, TGFBR2, ISL1, VEGFA, PRICKLE2, OSR1, EDNRA, STIL, ALDH1A2, HOXA9",22,"GO_BP",NA,NA
"GO:0042325","regulation of phosphorylation","33/718","409/16871",0.0806845965770171,1.89586327138002,3.86683155486479,0.000339756297348723,0.00692078923503496,0.00335943830393911,"LDB2/EZH2/IGFBP3/CDKN3/EEF1A2/CLIP3/ECT2/SFN/ADARB1/DDR2/SLIT2/MIF/MMP9/NIBAN1/CSPG4/SFRP1/ANG/PRKAR2B/KIF14/BMP4/FZD7/GAS6/TPX2/CORO1C/FAXDC2/SFRP2/RARRES2/VEGFA/MCM7/CNKSR3/PELI2/FGFR3/CCNE2",33,"LDB2, EZH2, IGFBP3, CDKN3, EEF1A2, CLIP3, ECT2, SFN, ADARB1, DDR2, SLIT2, MIF, MMP9, NIBAN1, CSPG4, SFRP1, ANG, PRKAR2B, KIF14, BMP4, FZD7, GAS6, TPX2, CORO1C, FAXDC2, SFRP2, RARRES2, VEGFA, MCM7, CNKSR3, PELI2, FGFR3, CCNE2",33,"GO_BP",NA,NA
"GO:0048589","developmental growth","30/718","361/16871",0.0831024930747922,1.95267710399,3.85761568612945,0.000381555599301977,0.0076328229976956,0.00370506846471194,"PTCH1/SLIT3/PRICKLE1/VIM/RGS2/SPP1/CPQ/MEIS1/SH3GL2/CCNB1/MEF2C/DDR2/SLIT2/TGFBR3/MAP1B/GAS1/CXCL12/IGF2/SEMA3F/BMP4/OLFM1/SORBS2/JUP/ACACB/VEGFA/EDNRA/FGFR3/CDK1/STIL/APOD",30,"PTCH1, SLIT3, PRICKLE1, VIM, RGS2, SPP1, CPQ, MEIS1, SH3GL2, CCNB1, MEF2C, DDR2, SLIT2, TGFBR3, MAP1B, GAS1, CXCL12, IGF2, SEMA3F, BMP4, OLFM1, SORBS2, JUP, ACACB, VEGFA, EDNRA, FGFR3, CDK1, STIL, APOD",30,"GO_BP",NA,NA
"GO:0051893","regulation of focal adhesion assembly","10/718","65/16871",0.153846153846154,3.6149560745661,4.45330113801996,0.000393452329546856,0.00773211824717412,0.00375326763003382,"COL16A1/SFRP1/EPHA3/CORO1C/MYOC/VCL/VEGFA/FAM107A/FERMT2/APOD",10,"COL16A1, SFRP1, EPHA3, CORO1C, MYOC, VCL, VEGFA, FAM107A, FERMT2, APOD",10,"GO_BP",NA,NA
"GO:0048846","axon extension involved in axon guidance","5/718","16/16871",0.3125,7.3428795264624,5.35149646000624,0.000406398106900601,0.00784823357092459,0.00380963147135801,"SLIT3/SLIT2/CXCL12/SEMA3F/VEGFA",5,"SLIT3, SLIT2, CXCL12, SEMA3F, VEGFA",5,"GO_BP",NA,NA
"GO:0072537","fibroblast activation","5/718","16/16871",0.3125,7.3428795264624,5.35149646000624,0.000406398106900601,0.00784823357092459,0.00380963147135801,"DDR2/ZEB2/AKAP12/CYGB/ACTA2",5,"DDR2, ZEB2, AKAP12, CYGB, ACTA2",5,"GO_BP",NA,NA
"GO:1902905","positive regulation of supramolecular fiber organization","17/718","159/16871",0.106918238993711,2.51228079395946,4.03933573988982,0.000444039034320038,0.00846520569274227,0.0041091175137886,"CCR7/SYNPO2/TGFB3/GSN/PRKD1/MAP1B/AURKB/LPAR1/ARHGEF10/SFRP1/BIN1/TPM1/MYOC/CX3CL1/EPHA1/FERMT2/FLNA",17,"CCR7, SYNPO2, TGFB3, GSN, PRKD1, MAP1B, AURKB, LPAR1, ARHGEF10, SFRP1, BIN1, TPM1, MYOC, CX3CL1, EPHA1, FERMT2, FLNA",17,"GO_BP",NA,NA
"GO:0035425","autocrine signaling","4/718","10/16871",0.4,9.39888579387187,5.60109809219259,0.000556193446149881,0.0100860933466448,0.00489591680588908,"HILPDA/S100A9/CX3CL1/S100A8",4,"HILPDA, S100A9, CX3CL1, S100A8",4,"GO_BP",NA,NA
"GO:0097048","dendritic cell apoptotic process","4/718","10/16871",0.4,9.39888579387187,5.60109809219259,0.000556193446149881,0.0100860933466448,0.00489591680588908,"CCR7/CXCL12/GAS6/AXL",4,"CCR7, CXCL12, GAS6, AXL",4,"GO_BP",NA,NA
"GO:1904666","regulation of ubiquitin protein ligase activity","4/718","10/16871",0.4,9.39888579387187,5.60109809219259,0.000556193446149881,0.0100860933466448,0.00489591680588908,"UBE2S/UBE2C/MAD2L1/CDC20",4,"UBE2S, UBE2C, MAD2L1, CDC20",4,"GO_BP",NA,NA
"GO:2000668","regulation of dendritic cell apoptotic process","4/718","10/16871",0.4,9.39888579387187,5.60109809219259,0.000556193446149881,0.0100860933466448,0.00489591680588908,"CCR7/CXCL12/GAS6/AXL",4,"CCR7, CXCL12, GAS6, AXL",4,"GO_BP",NA,NA
"GO:0032965","regulation of collagen biosynthetic process","7/718","35/16871",0.2,4.69944289693593,4.61895848279551,0.00058209081737085,0.0103706722114249,0.00503405497284755,"VIM/TGFB3/DDR2/LARP6/CYGB/BMP4/EMILIN1",7,"VIM, TGFB3, DDR2, LARP6, CYGB, BMP4, EMILIN1",7,"GO_BP",NA,NA
"GO:2000107","negative regulation of leukocyte apoptotic process","7/718","35/16871",0.2,4.69944289693593,4.61895848279551,0.00058209081737085,0.0103706722114249,0.00503405497284755,"CCR7/MIF/AURKB/CXCL12/BMP4/GAS6/AXL",7,"CCR7, MIF, AURKB, CXCL12, BMP4, GAS6, AXL",7,"GO_BP",NA,NA
"GO:0002040","sprouting angiogenesis","15/718","134/16871",0.111940298507463,2.63028520350892,3.99457284079795,0.000583510137876628,0.0103706722114249,0.00503405497284755,"RECK/RHOJ/SLIT2/TGFBR3/E2F8/ADGRA2/CLIC3/BMP4/ESM1/SEMA3E/RSPO3/VEGFA/ITGA5/AGTR1/STARD13",15,"RECK, RHOJ, SLIT2, TGFBR3, E2F8, ADGRA2, CLIC3, BMP4, ESM1, SEMA3E, RSPO3, VEGFA, ITGA5, AGTR1, STARD13",15,"GO_BP",NA,NA
"R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","5/508","15/11089",0.333333333333333,7.2762467191601,5.32952476833513,0.000405160709313645,0.0107905888534642,0.0107905888534642,"CHEK1/SFN/CCNB1/CCNA2/CDK1",5,"CHEK1, SFN, CCNB1, CCNA2, CDK1",5,"REACTOME",NA,NA
"R-HSA-69206","G1/S Transition","15/508","121/11089",0.12396694214876,2.70604216828268,4.13441276895155,0.000407891674873215,0.0107905888534642,0.0107905888534642,"CDC7/CDT1/CCNE1/CCNB1/TYMS/CCNA2/MCM2/CDC45/MCM7/CKS1B/CDK1/RRM2/MCM4/TK1/CCNE2",15,"CDC7, CDT1, CCNE1, CCNB1, TYMS, CCNA2, MCM2, CDC45, MCM7, CKS1B, CDK1, RRM2, MCM4, TK1, CCNE2",15,"REACTOME",NA,NA
"GO:0044703","multi-organism reproductive process","16/718","149/16871",0.10738255033557,2.52319081714681,3.9372818456318,0.000616710277033294,0.0108740891140139,0.0052784198809489,"CRH/RGS2/SPP1/PLA2G4C/PCSK5/COL16A1/IL11RA/SLC38A1/RPL29/STOX2/IGFBP5/BCL2/VEGFA/SLC2A1/ITGA5/IGFBP2",16,"CRH, RGS2, SPP1, PLA2G4C, PCSK5, COL16A1, IL11RA, SLC38A1, RPL29, STOX2, IGFBP5, BCL2, VEGFA, SLC2A1, ITGA5, IGFBP2",16,"GO_BP",NA,NA
"GO:0033622","integrin activation","6/718","26/16871",0.230769230769231,5.42243411184915,4.75779476853858,0.000645035822379088,0.0111531193939268,0.00541386469489481,"COL16A1/CXCL12/KIF14/JAM3/CX3CL1/FERMT2",6,"COL16A1, CXCL12, KIF14, JAM3, CX3CL1, FERMT2",6,"GO_BP",NA,NA
"GO:0010975","regulation of neuron projection development","30/718","373/16871",0.0804289544235925,1.88985639286968,3.66396956890421,0.000655175490933966,0.011284702181685,0.00547773663815474,"EZH2/VIM/SPOCK1/RGS2/SPP1/ADGRB3/LRRK2/NR2F1/DDR2/SLIT2/PRKD1/BMP5/MAP1B/LPAR1/DPYSL3/CXCL12/DMD/SFRP1/EPHA3/S100A9/SFRP2/JUP/VEGFA/CX3CL1/SDC2/RELN/CDC20/SERPINF1/NCS1/NDNF",30,"EZH2, VIM, SPOCK1, RGS2, SPP1, ADGRB3, LRRK2, NR2F1, DDR2, SLIT2, PRKD1, BMP5, MAP1B, LPAR1, DPYSL3, CXCL12, DMD, SFRP1, EPHA3, S100A9, SFRP2, JUP, VEGFA, CX3CL1, SDC2, RELN, CDC20, SERPINF1, NCS1, NDNF",30,"GO_BP",NA,NA
"R-HSA-69275","G2/M Transition","20/508","190/11089",0.105263157894737,2.29776212184003,3.95342656243958,0.00044243148303202,0.0114442276944283,0.0114442276944283,"PPP1R12B/TUBA1C/CENPF/HJURP/BORA/CCNB1/HMMR/FOXM1/TUBB6/PLK4/CCNA2/PRKAR2B/TUBB3/OPTN/TPX2/NEK2/AURKA/FBXL7/CDK1/CCNB2",20,"PPP1R12B, TUBA1C, CENPF, HJURP, BORA, CCNB1, HMMR, FOXM1, TUBB6, PLK4, CCNA2, PRKAR2B, TUBB3, OPTN, TPX2, NEK2, AURKA, FBXL7, CDK1, CCNB2",20,"REACTOME",NA,NA
"R-HSA-397014","Muscle contraction","21/508","205/11089",0.102439024390244,2.23611484540042,3.91414214890584,0.000463466259169224,0.0117277114276734,0.0117277114276734,"CACNA1H/VIM/ACTG2/CALD1/SORBS1/PLN/ALDH2/DMD/FXYD1/ITPR1/PDE5A/TPM1/ACTC1/MYH3/TPM2/MYLK/MYH11/VCL/TMOD1/ACTA2/TRPC1",21,"CACNA1H, VIM, ACTG2, CALD1, SORBS1, PLN, ALDH2, DMD, FXYD1, ITPR1, PDE5A, TPM1, ACTC1, MYH3, TPM2, MYLK, MYH11, VCL, TMOD1, ACTA2, TRPC1",21,"REACTOME",NA,NA
"R-HSA-2132295","MHC class II antigen presentation","15/508","123/11089",0.121951219512195,2.66204148261955,4.06130309036764,0.000487016931877991,0.0118281618513546,0.0118281618513546,"KIF20A/TUBA1C/KIF23/CENPE/KIF2C/RACGAP1/SH3GL2/KIF4A/TUBB6/KIF15/IFI30/TUBB3/CTSE/DYNC1I1/KIF11",15,"KIF20A, TUBA1C, KIF23, CENPE, KIF2C, RACGAP1, SH3GL2, KIF4A, TUBB6, KIF15, IFI30, TUBB3, CTSE, DYNC1I1, KIF11",15,"REACTOME",NA,NA
"R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","7/508","32/11089",0.21875,4.77503690944882,4.68568019650077,0.000503223323288693,0.0118281618513546,0.0118281618513546,"HJURP/BORA/CCNB1/FOXM1/CCNA2/CDK1/CCNB2",7,"HJURP, BORA, CCNB1, FOXM1, CCNA2, CDK1, CCNB2",7,"REACTOME",NA,NA
"R-HSA-453274","Mitotic G2-G2/M phases","20/508","192/11089",0.104166666666667,2.27382709973753,3.9012405567346,0.000506746568712493,0.0118281618513546,0.0118281618513546,"PPP1R12B/TUBA1C/CENPF/HJURP/BORA/CCNB1/HMMR/FOXM1/TUBB6/PLK4/CCNA2/PRKAR2B/TUBB3/OPTN/TPX2/NEK2/AURKA/FBXL7/CDK1/CCNB2",20,"PPP1R12B, TUBA1C, CENPF, HJURP, BORA, CCNB1, HMMR, FOXM1, TUBB6, PLK4, CCNA2, PRKAR2B, TUBB3, OPTN, TPX2, NEK2, AURKA, FBXL7, CDK1, CCNB2",20,"REACTOME",NA,NA
"R-HSA-6811434","COPI-dependent Golgi-to-ER retrograde traffic","13/508","98/11089",0.13265306122449,2.89564920456372,4.12997587221662,0.000508082553752345,0.0118281618513546,0.0118281618513546,"KIF20A/TUBA1C/KIF23/CENPE/KIF2C/RACGAP1/KIFC1/KIF4A/TUBB6/KIF15/TUBB3/COPZ2/KIF11",13,"KIF20A, TUBA1C, KIF23, CENPE, KIF2C, RACGAP1, KIFC1, KIF4A, TUBB6, KIF15, TUBB3, COPZ2, KIF11",13,"REACTOME",NA,NA
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","10/508","63/11089",0.158730158730159,3.46487939007624,4.29884772558779,0.000533321024373765,0.0121722680857071,0.0121722680857071,"CCNB1/UBE2S/CCNA2/UBE2C/MAD2L1/NEK2/PTTG1/CDK1/CDC20/BUB1B",10,"CCNB1, UBE2S, CCNA2, UBE2C, MAD2L1, NEK2, PTTG1, CDK1, CDC20, BUB1B",10,"REACTOME",NA,NA
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","18/718","181/16871",0.0994475138121547,2.33673956201234,3.81198416187799,0.000730180091874174,0.0123852980602688,0.00601197974628966,"CCR7/PROS1/DCN/DDR2/PDGFC/PRKD1/IGF2/PDGFRA/GAS6/SEMA3E/MYOC/VEGFA/CX3CL1/PDGFD/FGFR3/RELN/FERMT2/AXL",18,"CCR7, PROS1, DCN, DDR2, PDGFC, PRKD1, IGF2, PDGFRA, GAS6, SEMA3E, MYOC, VEGFA, CX3CL1, PDGFD, FGFR3, RELN, FERMT2, AXL",18,"GO_BP",NA,NA
"GO:0048844","artery morphogenesis","8/718","47/16871",0.170212765957447,3.99952586973271,4.34140275903429,0.000746483789431681,0.0125190382881757,0.00607689893818377,"SOX4/FOXF1/LRP1/BMP4/TGFBR2/MYLK/VEGFA/EDNRA",8,"SOX4, FOXF1, LRP1, BMP4, TGFBR2, MYLK, VEGFA, EDNRA",8,"GO_BP",NA,NA
"GO:0032963","collagen metabolic process","12/718","96/16871",0.125,2.93715181058496,4.01292622687427,0.000759352397207528,0.0126398173281447,0.0061355266061282,"VIM/MMP12/TGFB3/DDR2/MMP9/MMP10/LARP6/CYGB/BMP4/P3H2/EMILIN1/MMP1",12,"VIM, MMP12, TGFB3, DDR2, MMP9, MMP10, LARP6, CYGB, BMP4, P3H2, EMILIN1, MMP1",12,"GO_BP",NA,NA
"R-HSA-418457","cGMP effects","5/508","16/11089",0.3125,6.8214812992126,5.10570779007993,0.000567280559204279,0.0126983571329573,0.0126983571329573,"KCNMA1/PDE2A/ITPR1/KCNMB1/PDE5A",5,"KCNMA1, PDE2A, ITPR1, KCNMB1, PDE5A",5,"REACTOME",NA,NA
"R-HSA-69306","DNA Replication","19/508","180/11089",0.105555555555556,2.3041447944007,3.86513530306977,0.000589555045334224,0.0128403741368759,0.0128403741368759,"H2BC5/FEN1/H2AC20/CDC7/CDT1/GINS2/CCNE1/H2BC12/UBE2S/CCNA2/UBE2C/MCM2/H2BC12L/H2AC18/CDC45/MCM7/H2AX/MCM4/CCNE2",19,"H2BC5, FEN1, H2AC20, CDC7, CDT1, GINS2, CCNE1, H2BC12, UBE2S, CCNA2, UBE2C, MCM2, H2BC12L, H2AC18, CDC45, MCM7, H2AX, MCM4, CCNE2",19,"REACTOME",NA,NA
"R-HSA-9927418","Developmental Lineage of Mammary Gland Luminal Epithelial Cells","6/508","24/11089",0.25,5.45718503937008,4.78945043764434,0.000595902385866522,0.0128403741368759,0.0128403741368759,"KRT19/KRT18/EPCAM/ALDH1A1/KRT8/CD24",6,"KRT19, KRT18, EPCAM, ALDH1A1, KRT8, CD24",6,"REACTOME",NA,NA
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","10/508","64/11089",0.15625,3.4107406496063,4.23785688729524,0.000606718709216646,0.0128403741368759,0.0128403741368759,"CCNB1/UBE2S/CCNA2/UBE2C/MAD2L1/NEK2/PTTG1/CDK1/CDC20/BUB1B",10,"CCNB1, UBE2S, CCNA2, UBE2C, MAD2L1, NEK2, PTTG1, CDK1, CDC20, BUB1B",10,"REACTOME",NA,NA
"GO:0046622","positive regulation of organ growth","6/718","27/16871",0.222222222222222,5.2216032188177,4.62838891615887,0.000799792974923751,0.0132143572634624,0.00641441553054134,"CCNB1/MEF2C/TGFBR3/IGF2/ACACB/CDK1",6,"CCNB1, MEF2C, TGFBR3, IGF2, ACACB, CDK1",6,"GO_BP",NA,NA
"R-HSA-3000178","ECM proteoglycans","11/508","76/11089",0.144736842105263,3.15942291753005,4.13891769488422,0.000642680688519855,0.0133585771685198,0.0133585771685198,"COL6A3/TGFB3/DCN/LAMA4/ITGA8/COL6A2/COL4A6/LUM/COL4A5/COL6A1/TNC",11,"COL6A3, TGFB3, DCN, LAMA4, ITGA8, COL6A2, COL4A6, LUM, COL4A5, COL6A1, TNC",11,"REACTOME",NA,NA
"GO:0044706","multi-multicellular organism process","16/718","153/16871",0.104575163398693,2.45722504414951,3.81744991963509,0.000823836694159429,0.0135115275464897,0.00655866573058221,"CRH/RGS2/SPP1/PLA2G4C/PCSK5/COL16A1/IL11RA/SLC38A1/RPL29/STOX2/IGFBP5/BCL2/VEGFA/SLC2A1/ITGA5/IGFBP2",16,"CRH, RGS2, SPP1, PLA2G4C, PCSK5, COL16A1, IL11RA, SLC38A1, RPL29, STOX2, IGFBP5, BCL2, VEGFA, SLC2A1, ITGA5, IGFBP2",16,"GO_BP",NA,NA
"GO:0034446","substrate adhesion-dependent cell spreading","12/718","97/16871",0.123711340206186,2.90687189501192,3.97083857753569,0.000833750690593061,0.0136240360100207,0.00661327875650558,"OLFM4/ITGA8/KIF14/LAMC3/MYADM/CORO1C/MYOC/ANTXR1/EPHA1/FERMT2/FLNA/ILK",12,"OLFM4, ITGA8, KIF14, LAMC3, MYADM, CORO1C, MYOC, ANTXR1, EPHA1, FERMT2, FLNA, ILK",12,"GO_BP",NA,NA
"GO:0034080","CENP-A containing chromatin assembly","4/718","11/16871",0.363636363636364,8.54444163079261,5.27700890663255,0.000844675367242709,0.0137021702300717,0.00665120609149204,"HJURP/CENPW/CENPA/CENPN",4,"HJURP, CENPW, CENPA, CENPN",4,"GO_BP",NA,NA
"GO:1903044","protein localization to membrane raft","4/718","11/16871",0.363636363636364,8.54444163079261,5.27700890663255,0.000844675367242709,0.0137021702300717,0.00665120609149204,"NEGR1/CAV1/MYADM/CD24",4,"NEGR1, CAV1, MYADM, CD24",4,"GO_BP",NA,NA
