"gene","significance_GSE13507","significance_GSE3167","significance_GSE37817","significance_GSE52519","significance_GSE65635","significance_GSE7476","significance_GSE76211","score"
"375323","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"375337","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"375341","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"375346","not significant","not significant","not significant","not significant","not significant","not significant",NA,0
"375347","not significant",NA,NA,NA,NA,NA,NA,0
"375387","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"3754","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"375444","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"375449","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"375484","not significant",NA,NA,"not significant","not significant","significant","not significant",0.102040816326531
"3755","not significant","not significant",NA,"not significant","significant","not significant","not significant",0.122448979591837
"375513","not significant",NA,"not significant","not significant","not significant","not significant",NA,0
"375519","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"375567","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"375593","not significant",NA,"not significant",NA,NA,"not significant",NA,0
"3756","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"375607",NA,NA,NA,NA,"not significant","not significant","not significant",0
"375611","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"375612","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"375616","not significant",NA,NA,NA,NA,"not significant","not significant",0
"375686","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"375690","significant",NA,NA,"not significant",NA,NA,"not significant",0.0612244897959184
"3757","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"375704","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"375719",NA,NA,NA,NA,"not significant",NA,"not significant",0
"375743",NA,NA,NA,NA,"significant","not significant","not significant",0.0612244897959184
"375748","not significant",NA,"not significant",NA,"not significant","significant","not significant",0.102040816326531
"375757","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"375759","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"375775","significant",NA,"not significant","not significant","significant","not significant","not significant",0.244897959183673
"375790","significant","not significant","significant","not significant","significant","not significant","not significant",0.428571428571429
"375791","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"3758","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"375850",NA,"not significant",NA,NA,NA,"not significant",NA,0
"3759","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"375940","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"3760","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3761","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"376132","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3762","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"376267","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3763","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3764","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"376412","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"376497","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"3765","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3766","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"376693","not significant",NA,NA,NA,NA,"not significant","not significant",0
"3767","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"3768","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"376844","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3769","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"376940","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"377","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3770","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"377007","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"377047","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"377064","not significant",NA,NA,"not significant",NA,NA,NA,0
"3772","not significant","significant","not significant","not significant","significant","not significant","not significant",0.285714285714286
"3773","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3775","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3776","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"377630",NA,NA,"not significant",NA,NA,NA,"not significant",0
"377677","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"3777","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"3778","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"377841","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3779","significant","significant","significant","not significant","significant","not significant","not significant",0.571428571428571
"378","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"3780","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3781","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"378108","not significant",NA,NA,NA,"not significant","not significant","not significant",0
"3782","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"3783","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3784","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"378464","not significant",NA,NA,"not significant",NA,NA,NA,0
"378465","not significant",NA,NA,NA,NA,NA,NA,0
"3785","not significant","not significant",NA,NA,"not significant","not significant","not significant",0
"3786","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3787","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"378708","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3788","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"378805","not significant",NA,"not significant","not significant",NA,"significant","not significant",0.102040816326531
"378807","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"378825",NA,NA,NA,NA,"not significant","not significant","not significant",0
"378826","not significant",NA,NA,NA,NA,NA,NA,0
"378828",NA,NA,NA,NA,NA,"not significant","not significant",0
"378832","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"378884","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"378925","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"378938","not significant",NA,NA,NA,NA,"not significant","not significant",0
"378948","not significant",NA,NA,NA,NA,NA,NA,0
"378949","not significant",NA,NA,NA,NA,NA,"not significant",0
"378950","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"378951",NA,NA,NA,NA,NA,NA,"not significant",0
"379","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3790","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"379013","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"379025",NA,NA,NA,NA,NA,"not significant","not significant",0
"379034",NA,NA,NA,NA,NA,"not significant","not significant",0
"3791","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3792","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3795","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3796","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3797","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3798","not significant","significant","not significant",NA,"not significant","not significant","not significant",0.122448979591837
"3799","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"38","significant","not significant","not significant","not significant","significant","significant","not significant",0.428571428571429
"3800","not significant","not significant",NA,"not significant","not significant","not significant","not significant",0
"3801","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3802","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3803","not significant","not significant",NA,NA,"not significant","not significant",NA,0
"3804","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3805","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3806",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"3807","not significant",NA,NA,NA,NA,NA,NA,0
"3808","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3809","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"381","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3810","not significant","significant",NA,NA,NA,"not significant",NA,0.0612244897959184
"3811","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3812","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3813",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"3814","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3815","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"3816","not significant","not significant","not significant",NA,"significant","not significant","not significant",0.122448979591837
"3817","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3818","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"382","not significant","not significant",NA,NA,NA,"not significant","not significant",0
"3820","significant","not significant","significant","not significant","not significant","significant","not significant",0.428571428571429
"3821","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3822","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3823","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3824","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3827","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"383","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3831","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3832","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"3833","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3834","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3835","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3836","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3837","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"3838","not significant","significant","not significant","not significant","significant","significant","not significant",0.428571428571429
"3839","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"384","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3840","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3841","not significant","not significant","not significant",NA,"not significant","significant","not significant",0.122448979591837
"3842","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"3843","not significant","significant","not significant","not significant","significant","not significant","not significant",0.285714285714286
"3845","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3846","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3848","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3849","not significant","significant","not significant",NA,"not significant","not significant","not significant",0.122448979591837
"3850","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3851","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3852","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3853",NA,"not significant","not significant","not significant","not significant","not significant","not significant",0
"3854","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3855","significant","significant","significant","not significant","significant","significant","not significant",0.714285714285714
"3856","significant","significant","not significant","not significant","not significant","significant","not significant",0.428571428571429
"3857","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3858","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3859","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"3860","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"3861","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"386593",NA,NA,NA,NA,NA,NA,"not significant",0
"386597",NA,NA,NA,NA,NA,"not significant","not significant",0
"3866","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"386607",NA,NA,NA,NA,NA,NA,"not significant",0
"386608","not significant",NA,NA,"not significant",NA,NA,NA,0
"386617","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386618","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"386627",NA,NA,NA,NA,NA,NA,"not significant",0
"386653","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386672","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386674","not significant",NA,NA,NA,NA,NA,"not significant",0
"386675","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386676","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386677","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386678","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"386679","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386680","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386681","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386682",NA,NA,NA,NA,"not significant",NA,"not significant",0
"386683","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386684","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"386685","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"386724","not significant",NA,"not significant",NA,"not significant",NA,NA,0
"386746",NA,NA,NA,NA,NA,NA,"not significant",0
"386757","significant",NA,NA,"not significant","not significant",NA,"not significant",0.0816326530612245
"386758",NA,NA,NA,NA,NA,"not significant","not significant",0
"3868","not significant","significant","not significant","not significant","significant","significant","not significant",0.428571428571429
"387","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"387032","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"387036","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"387065",NA,NA,"not significant",NA,NA,NA,"not significant",0
"387066","not significant",NA,"not significant","not significant","not significant","not significant",NA,0
"387082","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"387103","not significant",NA,"not significant","not significant","significant","significant","not significant",0.244897959183673
"387104","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387111",NA,NA,NA,NA,NA,NA,"not significant",0
"387119","not significant",NA,"not significant",NA,"not significant","significant","not significant",0.102040816326531
"387129","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"3872","significant","significant","significant","not significant","significant","not significant","not significant",0.571428571428571
"387254","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"387263","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"387264","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387266","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387267","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387273","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387316",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"387319",NA,NA,NA,NA,NA,NA,"not significant",0
"387328","not significant",NA,NA,NA,NA,NA,NA,0
"387332","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387335","not significant",NA,NA,NA,NA,NA,NA,0
"387338","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"387357","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387486",NA,NA,NA,NA,"not significant","not significant","not significant",0
"387496","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"3875","significant","significant","not significant","not significant","not significant","significant","not significant",0.428571428571429
"387509","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"387521","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"387522","not significant","significant",NA,"not significant",NA,"not significant",NA,0.0816326530612245
"387590","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387597","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387601","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387628",NA,NA,NA,NA,NA,"significant","not significant",0.0408163265306122
"387638","not significant",NA,NA,NA,NA,NA,NA,0
"387640",NA,NA,"not significant",NA,"significant","not significant","not significant",0.0816326530612245
"387642","not significant",NA,NA,NA,NA,NA,NA,0
"387644","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387646","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387647","not significant",NA,NA,NA,NA,NA,NA,0
"387680",NA,"not significant",NA,"not significant","not significant","not significant","not significant",0
"387683","not significant",NA,NA,NA,NA,NA,NA,0
"387686","not significant",NA,NA,NA,NA,NA,NA,0
"387693","not significant",NA,NA,NA,NA,NA,NA,0
"387694","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387695","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"387700","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"387701","not significant",NA,NA,NA,NA,NA,NA,0
"387707","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387712","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"387715",NA,NA,NA,NA,"not significant",NA,"not significant",0
"387718","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387720","not significant",NA,NA,NA,NA,NA,NA,0
"387723","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387733","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387742","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"387748","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387750","not significant",NA,NA,NA,NA,NA,NA,0
"387751","significant","not significant","not significant","not significant",NA,"not significant","not significant",0.122448979591837
"387753",NA,NA,NA,"not significant",NA,NA,NA,0
"387755","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387756","not significant",NA,NA,NA,NA,NA,NA,0
"387758","not significant",NA,"not significant",NA,"not significant","significant","not significant",0.102040816326531
"387761","not significant",NA,NA,NA,NA,NA,NA,0
"387762","not significant",NA,NA,NA,NA,NA,NA,0
"387763","not significant",NA,NA,"not significant",NA,"significant","not significant",0.0816326530612245
"387775","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387778","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387787",NA,NA,"not significant",NA,NA,NA,"not significant",0
"387790","not significant",NA,NA,NA,NA,NA,NA,0
"387804","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"387820","not significant",NA,NA,NA,NA,NA,NA,0
"387826","not significant",NA,NA,NA,NA,NA,NA,0
"387836","not significant",NA,NA,NA,NA,NA,"not significant",0
"387837","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387841","not significant",NA,NA,"not significant",NA,NA,"not significant",0
"387849","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"387851","not significant",NA,NA,"not significant",NA,NA,NA,0
"387856","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"387867","not significant",NA,NA,"not significant",NA,NA,NA,0
"387870","not significant",NA,NA,NA,NA,NA,NA,0
"387873","not significant",NA,NA,NA,NA,NA,NA,0
"387882","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"387885","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387890",NA,NA,NA,NA,"not significant",NA,"not significant",0
"387893","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"387895","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387911",NA,NA,NA,NA,"not significant",NA,"not significant",0
"387914","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"387921","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"387923","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"387927","not significant",NA,NA,NA,NA,NA,NA,0
"387930","not significant",NA,NA,NA,NA,NA,NA,0
"387931","not significant",NA,NA,NA,NA,NA,NA,0
"387934","not significant",NA,NA,"not significant",NA,NA,NA,0
"387939","not significant",NA,NA,NA,NA,NA,NA,0
"387940","not significant",NA,NA,NA,NA,NA,NA,0
"387941","not significant",NA,NA,NA,NA,NA,NA,0
"387978","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"387990","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388","significant","not significant","not significant","not significant","significant","not significant","not significant",0.285714285714286
"3880","significant","significant","significant","not significant","significant","not significant","not significant",0.571428571428571
"388002","not significant",NA,NA,NA,NA,NA,NA,0
"388007","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388011",NA,NA,NA,NA,"not significant","not significant","not significant",0
"388015","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388021","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388022","not significant",NA,NA,NA,NA,NA,NA,0
"388078","not significant",NA,NA,NA,NA,NA,NA,0
"388080","not significant",NA,NA,NA,NA,NA,NA,0
"3881","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388114","not significant",NA,NA,NA,NA,NA,NA,0
"388115","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388117","not significant",NA,NA,NA,NA,NA,NA,0
"388121","not significant",NA,"significant","not significant","significant","not significant","not significant",0.244897959183673
"388122","not significant",NA,NA,"not significant",NA,NA,NA,0
"388125","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388135",NA,NA,NA,"not significant","significant","not significant","not significant",0.0816326530612245
"388152",NA,NA,NA,NA,NA,NA,"not significant",0
"388163","not significant",NA,NA,NA,NA,NA,NA,0
"388165","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388177","not significant",NA,NA,NA,NA,NA,NA,0
"388181","not significant",NA,NA,NA,NA,NA,NA,0
"388182","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388199","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3882","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388210","not significant",NA,NA,NA,NA,NA,NA,0
"388228","significant",NA,"significant","not significant","significant","not significant","not significant",0.36734693877551
"388237","not significant",NA,NA,NA,NA,NA,NA,0
"388242","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388255","not significant",NA,NA,NA,NA,NA,NA,0
"388259","not significant",NA,NA,NA,NA,NA,NA,0
"388272","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"388275","not significant",NA,NA,"not significant",NA,NA,NA,0
"388276","not significant",NA,"not significant",NA,NA,NA,NA,0
"388279","not significant",NA,NA,NA,NA,NA,NA,0
"388282","not significant",NA,NA,NA,NA,NA,"not significant",0
"388284","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"388289","not significant",NA,NA,NA,NA,NA,NA,0
"3883","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388312","not significant",NA,NA,"not significant",NA,NA,NA,0
"388323","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388324","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388325","not significant",NA,NA,NA,"not significant",NA,"not significant",0
"388327","not significant",NA,NA,"not significant","not significant","not significant","not significant",0
"388333","not significant",NA,NA,NA,NA,NA,"not significant",0
"388335","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388336","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388341","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388344","not significant",NA,NA,"not significant",NA,NA,NA,0
"388358","not significant",NA,NA,NA,NA,NA,NA,0
"388364","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388381","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388387","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"388389","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388394","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388397","not significant",NA,NA,"not significant",NA,NA,NA,0
"3884","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388403","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388407","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388419",NA,NA,NA,NA,"not significant","not significant","not significant",0
"388428","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388436",NA,NA,NA,NA,NA,NA,"not significant",0
"388438","not significant",NA,NA,NA,NA,NA,NA,0
"388456",NA,NA,NA,NA,NA,"not significant","not significant",0
"388458","not significant",NA,NA,NA,NA,NA,NA,0
"388468","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388474","not significant",NA,NA,"not significant",NA,NA,NA,0
"388476","not significant",NA,NA,NA,NA,NA,NA,0
"388478","not significant",NA,NA,NA,NA,NA,NA,0
"388481","not significant",NA,NA,NA,NA,NA,NA,0
"388494","not significant",NA,NA,NA,NA,NA,NA,0
"388499",NA,NA,NA,NA,NA,NA,"not significant",0
"3885","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388503","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388507",NA,NA,NA,NA,NA,"not significant",NA,0
"388512","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388514",NA,NA,NA,NA,NA,NA,"not significant",0
"388523",NA,NA,NA,NA,NA,NA,"not significant",0
"388524","not significant",NA,"not significant","not significant","significant",NA,NA,0.0816326530612245
"388526","not significant",NA,NA,NA,NA,NA,NA,0
"388531","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388532","not significant",NA,NA,"not significant",NA,NA,NA,0
"388533","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388536","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388550","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388551","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388552","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388553",NA,NA,NA,NA,NA,NA,"not significant",0
"388555","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388558",NA,NA,NA,NA,NA,"not significant","not significant",0
"388559","not significant",NA,NA,"not significant",NA,NA,NA,0
"388561","not significant",NA,"not significant","not significant","not significant",NA,"not significant",0
"388564","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"388565","not significant",NA,NA,"not significant",NA,NA,NA,0
"388566","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388567","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388569","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388572",NA,NA,NA,"not significant",NA,NA,NA,0
"388574",NA,NA,NA,"not significant",NA,NA,"not significant",0
"388578","not significant",NA,NA,NA,NA,NA,NA,0
"388581","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388585","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388588","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"388591","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388595","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"3886","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388610","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388611","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388621","not significant",NA,NA,"not significant",NA,NA,NA,0
"388630","not significant",NA,NA,"not significant",NA,"not significant","not significant",0
"388633","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388642",NA,NA,NA,"not significant",NA,NA,NA,0
"388646","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388649","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388650","not significant","not significant",NA,"not significant","significant","significant","not significant",0.244897959183673
"388654","significant",NA,NA,"not significant",NA,NA,NA,0.0408163265306122
"388662","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388666","not significant",NA,NA,"not significant",NA,NA,NA,0
"388667","not significant",NA,NA,NA,NA,NA,NA,0
"388677","not significant","not significant","not significant",NA,"not significant","not significant",NA,0
"388681","not significant",NA,NA,"not significant",NA,NA,NA,0
"388685","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388692","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388695","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
"388697","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
