"gene","significance_GSE13507","significance_GSE3167","significance_GSE37817","significance_GSE52519","significance_GSE65635","significance_GSE7476","significance_GSE76211","score"
"101927526",NA,NA,NA,NA,NA,"not significant",NA,0
"101927528",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927531",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927539",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927542",NA,NA,NA,NA,NA,NA,"not significant",0
"101927543",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927546",NA,NA,NA,NA,NA,"not significant",NA,0
"101927547",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927550",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"101927551",NA,NA,NA,NA,NA,NA,"not significant",0
"101927552",NA,NA,NA,NA,NA,"not significant",NA,0
"101927553",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927554",NA,NA,NA,NA,NA,NA,"not significant",0
"101927557",NA,NA,NA,NA,NA,NA,"not significant",0
"101927560",NA,NA,NA,NA,NA,NA,"not significant",0
"101927565",NA,NA,NA,NA,NA,"not significant",NA,0
"101927572",NA,NA,NA,NA,NA,NA,"not significant",0
"101927574",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927575",NA,NA,NA,NA,NA,NA,"not significant",0
"101927579",NA,NA,NA,NA,NA,"not significant",NA,0
"101927581",NA,NA,NA,NA,NA,"not significant",NA,0
"101927583",NA,NA,NA,NA,NA,NA,"not significant",0
"101927586",NA,NA,NA,NA,NA,"not significant",NA,0
"101927587",NA,NA,NA,NA,NA,"not significant",NA,0
"101927588",NA,NA,NA,NA,NA,"not significant",NA,0
"101927591",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927592",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927597",NA,NA,NA,NA,NA,"not significant",NA,0
"101927598",NA,NA,NA,NA,NA,NA,"not significant",0
"101927599",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927603",NA,NA,NA,NA,NA,"not significant",NA,0
"101927604",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927606",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927608",NA,NA,NA,NA,NA,"not significant",NA,0
"101927609",NA,NA,NA,NA,NA,"not significant",NA,0
"101927610",NA,"significant",NA,NA,NA,"not significant","not significant",0.0612244897959184
"101927612",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927616",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927619",NA,NA,NA,NA,NA,NA,"not significant",0
"101927620",NA,NA,NA,NA,NA,"not significant",NA,0
"101927623",NA,NA,NA,NA,NA,"not significant",NA,0
"101927624",NA,NA,NA,NA,NA,NA,"not significant",0
"101927636",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927640",NA,NA,NA,NA,NA,"not significant",NA,0
"101927641",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927647",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927650",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927651",NA,NA,NA,NA,NA,"not significant",NA,0
"101927653",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927657",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927659",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927667",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927668",NA,NA,NA,NA,NA,"not significant",NA,0
"101927678",NA,NA,NA,NA,NA,NA,"not significant",0
"101927682",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927685",NA,NA,NA,NA,NA,"not significant",NA,0
"101927690",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927692",NA,NA,NA,NA,NA,NA,"not significant",0
"101927693",NA,NA,NA,NA,NA,NA,"not significant",0
"101927694",NA,NA,NA,NA,NA,NA,"not significant",0
"101927701",NA,NA,NA,NA,NA,"not significant",NA,0
"101927702",NA,NA,NA,NA,NA,NA,"not significant",0
"101927703",NA,NA,NA,NA,NA,"not significant",NA,0
"101927704",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927709",NA,NA,NA,NA,NA,"not significant",NA,0
"101927715",NA,NA,NA,NA,NA,"not significant",NA,0
"101927720",NA,NA,NA,NA,NA,"not significant",NA,0
"101927722",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927723",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927730",NA,NA,NA,NA,NA,NA,"not significant",0
"101927735",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927740",NA,NA,NA,NA,NA,NA,"not significant",0
"101927746",NA,NA,NA,NA,NA,"not significant",NA,0
"101927751",NA,NA,NA,NA,NA,NA,"not significant",0
"101927752",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927755",NA,NA,NA,NA,NA,NA,"not significant",0
"101927760",NA,NA,NA,NA,NA,"not significant",NA,0
"101927761",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927766",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927768",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927769",NA,NA,NA,NA,NA,"not significant",NA,0
"101927770",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101927774",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927780",NA,NA,NA,NA,NA,NA,"not significant",0
"101927787",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927790",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927793",NA,NA,NA,NA,NA,NA,"not significant",0
"101927795",NA,NA,NA,NA,NA,NA,"not significant",0
"101927797",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927798",NA,NA,NA,NA,NA,"not significant",NA,0
"101927808",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927809",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927811",NA,NA,NA,NA,NA,"not significant",NA,0
"101927813",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927814",NA,NA,NA,NA,NA,"not significant",NA,0
"101927815",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927817",NA,NA,NA,NA,NA,NA,"not significant",0
"101927821",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927827",NA,NA,NA,NA,NA,NA,"not significant",0
"101927828",NA,NA,NA,NA,NA,"not significant",NA,0
"101927829",NA,NA,NA,NA,NA,"not significant",NA,0
"101927837",NA,NA,NA,NA,NA,"not significant",NA,0
"101927839",NA,NA,NA,NA,NA,"not significant",NA,0
"101927843",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927849",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927851",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927864",NA,NA,NA,NA,NA,NA,"not significant",0
"101927865",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927869",NA,NA,NA,NA,NA,"not significant",NA,0
"101927870",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927876",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927877",NA,NA,NA,NA,NA,"not significant",NA,0
"101927881",NA,NA,NA,NA,NA,NA,"not significant",0
"101927884",NA,NA,NA,NA,NA,"not significant",NA,0
"101927886",NA,NA,NA,NA,NA,"not significant",NA,0
"101927889",NA,NA,NA,NA,NA,"not significant",NA,0
"101927891",NA,NA,NA,NA,NA,NA,"not significant",0
"101927896",NA,NA,NA,NA,NA,NA,"not significant",0
"101927900",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927901",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927902",NA,NA,NA,NA,NA,NA,"not significant",0
"101927907",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927911",NA,NA,NA,NA,NA,NA,"not significant",0
"101927914",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927917",NA,NA,NA,NA,NA,NA,"not significant",0
"101927921",NA,NA,NA,NA,NA,NA,"not significant",0
"101927924",NA,NA,NA,NA,NA,NA,"not significant",0
"101927931",NA,NA,NA,NA,NA,NA,"not significant",0
"101927934",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927936",NA,NA,NA,NA,NA,NA,"not significant",0
"101927943",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927944",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927948",NA,NA,NA,NA,NA,"not significant",NA,0
"101927950",NA,NA,NA,NA,NA,"not significant",NA,0
"101927953",NA,NA,NA,NA,NA,"significant",NA,0.0204081632653061
"101927954",NA,NA,NA,NA,NA,NA,"not significant",0
"101927967",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927972",NA,NA,NA,NA,NA,"not significant",NA,0
"101927973",NA,NA,NA,NA,NA,NA,"not significant",0
"101927974",NA,NA,NA,NA,NA,"not significant",NA,0
"101927980",NA,NA,NA,NA,NA,NA,"not significant",0
"101927988",NA,NA,NA,NA,NA,"not significant",NA,0
"101927990",NA,NA,NA,NA,NA,"not significant","not significant",0
"101927992",NA,NA,NA,NA,NA,"not significant",NA,0
"101927994",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928000",NA,NA,NA,NA,NA,"not significant",NA,0
"101928001",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928002",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928008",NA,NA,NA,NA,NA,NA,"not significant",0
"101928009",NA,NA,NA,NA,NA,"not significant",NA,0
"101928012",NA,NA,NA,NA,NA,"not significant",NA,0
"101928014",NA,NA,NA,NA,NA,"not significant",NA,0
"101928020",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928022",NA,NA,NA,NA,NA,"not significant",NA,0
"101928031",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928034",NA,NA,NA,NA,NA,NA,"not significant",0
"101928035",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928040",NA,NA,NA,NA,NA,"not significant",NA,0
"101928043",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928045",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928047",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928052",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928063",NA,NA,NA,NA,NA,NA,"not significant",0
"101928068",NA,NA,NA,NA,NA,"not significant",NA,0
"101928069",NA,NA,NA,NA,NA,"not significant",NA,0
"101928075",NA,NA,NA,NA,NA,NA,"not significant",0
"101928076",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928079",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928087",NA,NA,NA,NA,NA,"not significant",NA,0
"101928092",NA,NA,NA,NA,NA,"not significant",NA,0
"101928098",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928099",NA,NA,NA,NA,NA,"not significant",NA,0
"101928100",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928101",NA,NA,NA,NA,NA,"not significant",NA,0
"101928104",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101928107",NA,NA,NA,NA,NA,"not significant",NA,0
"101928111",NA,NA,NA,NA,NA,"not significant",NA,0
"101928113",NA,NA,NA,NA,NA,NA,"not significant",0
"101928118",NA,NA,NA,NA,NA,NA,"not significant",0
"101928120",NA,NA,NA,NA,NA,"not significant",NA,0
"101928122",NA,NA,NA,NA,NA,NA,"not significant",0
"101928123",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928132",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928134",NA,NA,NA,NA,NA,"not significant",NA,0
"101928135",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928140",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928141",NA,NA,NA,NA,NA,NA,"not significant",0
"101928144",NA,NA,NA,NA,NA,"not significant",NA,0
"101928153",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928158",NA,NA,NA,NA,NA,"not significant",NA,0
"101928160",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928161",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928162",NA,NA,NA,NA,NA,"not significant",NA,0
"101928165",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928167",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928173",NA,NA,NA,NA,NA,"not significant",NA,0
"101928174",NA,NA,NA,NA,NA,NA,"not significant",0
"101928185",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928188",NA,NA,NA,NA,NA,"not significant",NA,0
"101928190",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928191",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928196",NA,NA,NA,NA,NA,"not significant",NA,0
"101928200",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928201",NA,NA,NA,NA,NA,"not significant",NA,0
"101928203",NA,NA,NA,NA,NA,NA,"not significant",0
"101928205",NA,NA,NA,NA,NA,"not significant",NA,0
"101928211",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928214",NA,NA,NA,NA,NA,"not significant",NA,0
"101928215",NA,NA,NA,NA,NA,NA,"not significant",0
"101928222",NA,NA,NA,NA,NA,"not significant",NA,0
"101928227",NA,NA,NA,NA,NA,"not significant",NA,0
"101928230",NA,NA,NA,NA,NA,"not significant",NA,0
"101928231",NA,NA,NA,NA,NA,NA,"not significant",0
"101928233",NA,NA,NA,NA,NA,NA,"not significant",0
"101928236",NA,NA,NA,NA,NA,"not significant",NA,0
"101928238",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928243",NA,NA,NA,NA,NA,"not significant",NA,0
"101928251",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928254",NA,NA,NA,NA,NA,NA,"not significant",0
"101928255",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928259",NA,NA,NA,NA,NA,"not significant",NA,0
"101928263",NA,NA,NA,NA,NA,"not significant",NA,0
"101928266",NA,NA,NA,NA,NA,NA,"not significant",0
"101928269",NA,NA,NA,NA,NA,"not significant",NA,0
"101928271",NA,NA,NA,NA,NA,"not significant",NA,0
"101928273",NA,NA,NA,NA,NA,"not significant",NA,0
"101928276",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928277",NA,NA,NA,NA,NA,"not significant",NA,0
"101928278",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"101928279",NA,NA,NA,NA,NA,NA,"not significant",0
"101928280",NA,NA,NA,NA,NA,"not significant",NA,0
"101928283",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928284",NA,NA,NA,NA,NA,"not significant",NA,0
"101928287",NA,NA,NA,NA,NA,NA,"not significant",0
"101928288",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928298",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928303",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928304",NA,NA,NA,NA,NA,"not significant",NA,0
"101928306",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928307",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928309",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928314",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928317",NA,NA,NA,NA,NA,"not significant",NA,0
"101928323",NA,NA,NA,NA,NA,"not significant",NA,0
"101928324",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928326",NA,NA,NA,NA,NA,"not significant",NA,0
"101928327",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928333",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928335",NA,NA,NA,NA,NA,"not significant",NA,0
"101928343",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928358",NA,NA,NA,NA,NA,NA,"not significant",0
"101928361",NA,NA,NA,NA,NA,"not significant",NA,0
"101928370",NA,NA,NA,NA,NA,"not significant",NA,0
"101928371",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928373",NA,NA,NA,NA,NA,"not significant",NA,0
"101928376",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928377",NA,NA,NA,NA,NA,NA,"not significant",0
"101928378",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101928381",NA,NA,NA,NA,NA,NA,"not significant",0
"101928386",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928388",NA,NA,NA,NA,NA,"not significant",NA,0
"101928389",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928399",NA,NA,NA,NA,NA,"not significant",NA,0
"101928401",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928403",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928405",NA,NA,NA,NA,NA,"not significant",NA,0
"101928406",NA,NA,NA,NA,NA,NA,"not significant",0
"101928409",NA,NA,NA,NA,NA,"not significant",NA,0
"101928417",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928418",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928419",NA,NA,NA,NA,NA,"not significant",NA,0
"101928420",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928424",NA,NA,NA,NA,NA,"not significant",NA,0
"101928429",NA,NA,NA,NA,NA,"not significant",NA,0
"101928433",NA,NA,NA,NA,NA,"not significant",NA,0
"101928435",NA,NA,NA,NA,NA,"not significant",NA,0
"101928437",NA,NA,NA,NA,NA,NA,"not significant",0
"101928438",NA,NA,NA,NA,NA,NA,"not significant",0
"101928443",NA,NA,NA,NA,NA,"not significant",NA,0
"101928446",NA,NA,NA,NA,NA,"not significant",NA,0
"101928449",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928453",NA,NA,NA,NA,NA,NA,"not significant",0
"101928460",NA,NA,NA,NA,NA,"not significant",NA,0
"101928461",NA,NA,NA,NA,NA,"not significant",NA,0
"101928462",NA,NA,NA,NA,NA,"not significant",NA,0
"101928464",NA,NA,NA,NA,NA,"not significant",NA,0
"101928469",NA,NA,NA,NA,NA,NA,"not significant",0
"101928475",NA,NA,NA,NA,NA,"not significant",NA,0
"101928476",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928478",NA,NA,NA,NA,NA,"not significant",NA,0
"101928483",NA,NA,NA,NA,NA,"not significant",NA,0
"101928484",NA,NA,NA,NA,NA,NA,"not significant",0
"101928487",NA,NA,NA,NA,NA,"not significant",NA,0
"101928489",NA,NA,NA,NA,NA,NA,"not significant",0
"101928491",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928492",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928495",NA,NA,NA,NA,NA,"not significant",NA,0
"101928496",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928504",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928505",NA,NA,NA,NA,NA,"not significant",NA,0
"101928509",NA,NA,NA,NA,NA,NA,"not significant",0
"101928510",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928513",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928516",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928517",NA,NA,NA,NA,NA,NA,"not significant",0
"101928519",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928521",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928525",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928526",NA,NA,NA,NA,NA,"not significant",NA,0
"101928527",NA,NA,NA,NA,NA,NA,"not significant",0
"101928535",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928537",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928539",NA,NA,NA,NA,NA,"not significant",NA,0
"101928545",NA,NA,NA,NA,NA,"not significant",NA,0
"101928551",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928553",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928554",NA,NA,NA,NA,NA,"not significant",NA,0
"101928555",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928557",NA,NA,NA,NA,NA,"not significant",NA,0
"101928559",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928565",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928571",NA,NA,NA,NA,NA,"not significant",NA,0
"101928574",NA,NA,NA,NA,NA,"not significant",NA,0
"101928578",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928580",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928583",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928590",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928595",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928597",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928602",NA,NA,NA,NA,NA,"not significant",NA,0
"101928604",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928607",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928612",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928614",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928616",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928617",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928618",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928622",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928626",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928646",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928649",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101928650",NA,NA,NA,NA,NA,NA,"not significant",0
"101928651",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928658",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928661",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928663",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928669",NA,NA,NA,NA,NA,"not significant",NA,0
"101928673",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928682",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928684",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928687",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928689",NA,NA,NA,NA,NA,"not significant",NA,0
"101928694",NA,NA,NA,NA,NA,"not significant",NA,0
"101928697",NA,NA,NA,NA,NA,"not significant",NA,0
"101928698",NA,NA,NA,NA,NA,NA,"not significant",0
"101928700",NA,NA,NA,NA,NA,"not significant",NA,0
"101928707",NA,NA,NA,NA,NA,"not significant",NA,0
"101928708",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928710",NA,NA,NA,NA,NA,"not significant",NA,0
"101928716",NA,NA,NA,NA,NA,"not significant",NA,0
"101928718",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928725",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928728",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928730",NA,NA,NA,NA,NA,"not significant",NA,0
"101928731",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928734",NA,NA,NA,NA,NA,NA,"not significant",0
"101928736",NA,NA,NA,NA,NA,NA,"not significant",0
"101928737",NA,NA,NA,NA,NA,NA,"not significant",0
"101928738",NA,NA,NA,NA,NA,NA,"not significant",0
"101928739",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928741",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928744",NA,NA,NA,NA,NA,NA,"not significant",0
"101928748",NA,NA,NA,NA,NA,"not significant",NA,0
"101928751",NA,NA,NA,NA,NA,"not significant",NA,0
"101928760",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928766",NA,NA,NA,NA,NA,NA,"not significant",0
"101928770",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928773",NA,NA,NA,NA,NA,"not significant",NA,0
"101928778",NA,NA,NA,NA,NA,"not significant",NA,0
"101928781",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928782",NA,NA,NA,NA,NA,NA,"not significant",0
"101928784",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928786",NA,NA,NA,NA,NA,NA,"not significant",0
"101928790",NA,NA,NA,NA,NA,"not significant",NA,0
"101928795",NA,NA,NA,NA,NA,"not significant",NA,0
"101928797",NA,NA,NA,NA,NA,"not significant",NA,0
"101928804",NA,NA,NA,NA,NA,NA,"not significant",0
"101928809",NA,NA,NA,NA,NA,"not significant",NA,0
"101928813",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928817",NA,NA,NA,NA,NA,"not significant",NA,0
"101928820",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928823",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928833",NA,NA,NA,NA,NA,"not significant",NA,0
"101928834",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928837",NA,NA,NA,NA,NA,"not significant",NA,0
"101928844",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928845",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928846",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928847",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928850",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928851",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928855",NA,NA,NA,NA,NA,NA,"not significant",0
"101928857",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928858",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928861",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928865",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928869",NA,NA,NA,NA,NA,"not significant",NA,0
"101928877",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928881",NA,NA,NA,NA,NA,"not significant",NA,0
"101928885",NA,NA,NA,NA,NA,NA,"not significant",0
"101928886",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928893",NA,NA,NA,NA,NA,"not significant",NA,0
"101928894",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928896",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928902",NA,NA,NA,NA,NA,"not significant",NA,0
"101928907",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928909",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928911",NA,NA,NA,NA,NA,NA,"not significant",0
"101928922",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928933",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928937",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928940",NA,NA,NA,NA,NA,"not significant",NA,0
"101928943",NA,NA,NA,NA,NA,"not significant",NA,0
"101928953",NA,NA,NA,NA,NA,NA,"not significant",0
"101928957",NA,NA,NA,NA,NA,"not significant",NA,0
"101928961",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928963",NA,NA,NA,NA,NA,"not significant",NA,0
"101928969",NA,NA,NA,NA,NA,NA,"not significant",0
"101928973",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928978",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928982",NA,NA,NA,NA,NA,"not significant",NA,0
"101928985",NA,NA,NA,NA,NA,"not significant",NA,0
"101928988",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928989",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928995",NA,NA,NA,NA,NA,"not significant","not significant",0
"101928999",NA,NA,NA,NA,NA,"not significant",NA,0
"101929002",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929004",NA,NA,NA,NA,NA,"not significant",NA,0
"101929007",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929010",NA,NA,NA,NA,NA,NA,"not significant",0
"101929019",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929025",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929027",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929034",NA,NA,NA,NA,NA,"not significant",NA,0
"101929050",NA,NA,NA,NA,NA,"not significant",NA,0
"101929052",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929054",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929059",NA,NA,NA,NA,NA,NA,"not significant",0
"101929064",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929069",NA,NA,NA,NA,NA,NA,"not significant",0
"101929071",NA,NA,NA,NA,NA,NA,"not significant",0
"101929072",NA,NA,NA,NA,NA,"not significant",NA,0
"101929073",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"101929074",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929076",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929080",NA,NA,NA,NA,NA,NA,"not significant",0
